Purchase ID,SN,Age,Gender,Item ID,Item Name,Price,Age Range
520,Chamjask73,22,Female,109,"Downfall, Scalpel Of The Emperor",4.76,19-22
521,Phistym51,37,Male,50,Dawn,4.6,35-38
522,Meosridil82,18,Male,82,Nirvana,4.9,15-18
523,Aillyriadru65,24,Male,21,Souleater,1.1,23-26
524,Sally64,25,Female,46,Hopeless Ebon Dualblade,1.33,23-26
525,Lirtimst73,24,Male,126,Exiled Mithril Longsword,2.0,23-26
526,Ilosia37,23,Male,133,Faith's Scimitar,4.09,19-22
527,Lisim51,24,Male,102,Avenger,3.44,23-26
528,Isurria36,22,Female,19,"Pursuit, Cudgel of Necromancy",1.02,19-22
529,Silaera56,21,Male,142,Righteous Might,2.62,19-22
530,Leetirraya83,24,Male,5,Putrid Fan,4.08,23-26
531,Lirtirra81,12,Male,143,Frenzied Scimitar,1.56,10-14
532,Eryon48,16,Male,21,Souleater,1.1,15-18
533,Hada39,19,Male,48,"Rage, Legacy of the Lone Victor",2.48,15-18
534,Iana95,10,Male,146,Warped Iron Scimitar,3.1,Under 10
535,Siralsudeu54,20,Male,155,War-Forged Gold Deflector,1.01,19-22
536,Siallylis44,20,Male,92,Final Critic,4.19,19-22
537,Sondassan80,25,Male,112,Worldbreaker,2.6,23-26
538,Chanadar44,25,Male,132,Persuasion,3.19,23-26
539,Eosurdru76,11,Male,117,"Heartstriker, Legacy of the Light",1.79,10-14
540,Shidai42,29,Male,7,"Thorn, Satchel of Dark Souls",1.33,27-30
541,Aesri53,31,Male,161,Devine,1.76,27-30
542,Syally44,17,Male,22,Amnesia,2.18,15-18
543,Idastidru52,24,Male,121,Massacre,1.6,23-26
544,Ardcil81,34,Male,3,Phantomlight,2.49,31-34
545,Jiskadarst60,16,Male,66,Victor Iron Spikes,4.4,15-18
546,Sondadar26,9,Male,159,"Oathbreaker, Spellblade of Trials",3.08,Under 10
547,Malarrian73,18,Male,135,Warped Diamond Crusader,1.4,15-18
548,Yathecal82,20,Female,75,Brutality Ivory Warmace,2.42,19-22
549,Maluncil97,25,Other / Non-Disclosed,146,Warped Iron Scimitar,3.1,23-26
550,Ilunyon70,20,Male,60,Wolf,3.54,19-22
551,Iri67,20,Male,160,Azurewrath,4.4,19-22
552,Hiaral50,15,Male,155,War-Forged Gold Deflector,1.01,10-14
553,Yadam35,28,Male,2,Verdict,2.48,27-30
554,Dyally87,22,Male,63,Stormfury Mace,4.99,19-22
555,Pheosurllorin41,23,Female,7,"Thorn, Satchel of Dark Souls",1.33,19-22
556,Frichocesta66,20,Male,64,Fusion Pummel,4.82,19-22
557,Frichaya88,42,Male,8,"Purgatory, Gem of Regret",3.93,39 and Up
558,Lassadarsda57,25,Female,108,"Extraction, Quickblade Of Trembling Hands",3.53,23-26
559,Iasrira89,23,Male,34,Retribution Axe,2.22,19-22
560,Zontibe81,21,Male,2,Verdict,2.48,19-22
561,Chanastnya43,22,Male,35,Heartless Bone Dualblade,3.45,19-22
562,Marynde90,30,Male,83,Lifebender,3.33,27-30
563,Isri34,38,Male,142,Righteous Might,2.62,35-38
564,Chamjask73,22,Female,52,Hatred,4.84,19-22
565,Assastnya25,20,Male,179,"Wolf, Promise of the Moonwalker",4.48,19-22
566,Ardonmol96,20,Male,31,Trickster,1.55,19-22
567,Lassirrasda85,20,Male,102,Avenger,3.44,19-22
568,Syally44,17,Male,123,Twilight's Carver,2.28,15-18
569,Baelollodeu94,20,Female,87,"Deluge, Edge of the West",4.43,19-22
570,Chadossa56,20,Male,69,"Frenzy, Defender of the Harvest",1.98,19-22
571,Poshilsa82,16,Male,165,Bone Crushing Silver Skewer,4.86,15-18
572,Yoishirrala98,17,Female,145,Fiery Glass Crusader,4.58,15-18
573,Sundista37,26,Male,156,Soul-Forged Steel Shortsword,1.77,23-26
574,Undare39,23,Male,131,Fury,1.44,19-22
575,Sondadar26,9,Male,137,"Aetherius, Boon of the Blessed",3.39,Under 10
576,Ilassa51,20,Male,34,Retribution Axe,2.22,19-22
577,Filurarn35,19,Male,128,"Blazeguard, Reach of Eternity",4.91,15-18
578,Aerithllora36,29,Female,153,Mercenary Sabre,3.74,27-30
579,Marilsa69,25,Female,12,Dawne,1.02,23-26
580,Tyida79,24,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,23-26
581,Phaestycal84,23,Male,117,"Heartstriker, Legacy of the Light",1.79,19-22
582,Irilis75,20,Male,19,"Pursuit, Cudgel of Necromancy",1.02,19-22
583,Aeralstical35,20,Male,49,"The Oculus, Token of Lost Worlds",2.96,19-22
584,Aelin32,20,Male,115,Spectral Diamond Doomblade,2.04,19-22
585,Chanirrala39,22,Male,85,Malificent Bag,1.75,19-22
586,Chanirra79,23,Female,155,War-Forged Gold Deflector,1.01,19-22
587,Assirra56,22,Male,132,Persuasion,3.19,19-22
588,Lassadarsda57,25,Female,15,Soul Infused Crystal,2.96,23-26
589,Seolollo93,30,Male,106,Crying Steel Sickle,3.41,27-30
590,Iathem87,20,Male,132,Persuasion,3.19,19-22
591,Iasurriacal29,20,Male,113,Solitude's Reaver,4.07,19-22
592,Lisast98,22,Male,170,Shadowsteel,3.97,19-22
593,Lassimla92,25,Male,128,"Blazeguard, Reach of Eternity",4.91,23-26
594,Filrion59,27,Male,89,"Blazefury, Protector of Delusions",4.64,23-26
595,Yathedeu43,22,Male,55,Vindictive Glass Edge,2.27,19-22
596,Seudaillorap38,27,Male,146,Warped Iron Scimitar,3.1,23-26
597,Quinarap53,15,Male,86,Stormfury Lantern,2.27,10-14
598,Halaecal66,22,Male,111,Misery's End,4.89,19-22
599,Hiaral50,15,Male,13,Serenity,1.41,10-14
600,Iskosian40,16,Male,166,Thirsty Iron Reaver,3.07,15-18
601,Ilastilis78,11,Male,93,Apocalyptic Battlescythe,1.97,10-14
602,Seosrim97,20,Male,65,Conqueror Adamantite Mace,4.24,19-22
603,Lisosia93,25,Male,132,Persuasion,3.19,23-26
604,Lisim51,24,Male,34,Retribution Axe,2.22,23-26
605,Farrian71,18,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-18
606,Nitherian58,28,Male,123,Twilight's Carver,2.28,27-30
607,Rithe53,15,Female,80,Dreamsong,3.39,10-14
608,Leyirra83,24,Female,132,Persuasion,3.33,23-26
609,Lisosia93,25,Male,40,Second Chance,2.52,23-26
610,Frichossala54,7,Male,159,"Oathbreaker, Spellblade of Trials",3.08,Under 10
611,Chamjaskya75,16,Male,176,Relentless Iron Skewer,2.84,15-18
612,Silaera56,21,Male,52,Hatred,4.84,19-22
613,Quanrion96,21,Female,159,"Oathbreaker, Spellblade of Trials",3.08,19-22
614,Chadadarla74,30,Male,65,Conqueror Adamantite Mace,4.24,27-30
615,Sida61,20,Female,72,Winter's Bite,3.77,19-22
616,Tyaelaelis94,20,Male,78,"Glimmer, Ender of the Moon",4.4,19-22
617,Chamimla85,16,Male,40,Second Chance,2.52,15-18
618,Aisurdru79,29,Female,183,Dragon's Greatsword,1.09,27-30
619,Quanenrian83,15,Male,55,Vindictive Glass Edge,2.27,10-14
620,Undosian34,21,Male,109,"Downfall, Scalpel Of The Emperor",4.76,19-22
621,Seosrim97,20,Male,26,Unholy Wand,1.12,19-22
622,Chanirra64,25,Male,129,"Fate, Vengeance of Eternal Justice",1.54,23-26
623,Iral74,21,Male,114,Yearning Mageblade,3.82,19-22
624,Marynde90,30,Male,29,"Chaos, Ender of the End",1.98,27-30
625,Yadaisuir65,20,Male,133,Faith's Scimitar,4.09,19-22
626,Syathecal44,16,Male,75,Brutality Ivory Warmace,2.42,15-18
627,Arin32,25,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,23-26
628,Hada39,19,Male,167,"Malice, Legacy of the Queen",3.61,15-18
629,Maluncil97,25,Other / Non-Disclosed,107,"Splitter, Foe Of Subtlety",2.18,23-26
630,Aelaria33,23,Male,171,Scalpel,1.79,19-22
631,Assassa81,27,Male,137,"Aetherius, Boon of the Blessed",3.39,23-26
632,Filrion83,17,Male,160,Azurewrath,4.4,15-18
633,Chanastnya43,22,Male,80,Dreamsong,3.39,19-22
634,Eoral49,16,Male,103,Singed Scalpel,4.35,15-18
635,Ali84,29,Male,4,Bloodlord's Fetish,1.7,27-30
636,Chanirrala39,22,Male,78,"Glimmer, Ender of the Moon",4.4,19-22
637,Airi27,24,Other / Non-Disclosed,163,Thunderfury Scimitar,3.45,23-26
638,Eurisuru25,24,Male,22,Amnesia,2.18,23-26
639,Liawista80,27,Male,86,Stormfury Lantern,2.27,23-26
640,Sausosia74,22,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,19-22
641,Lisirra58,20,Female,49,"The Oculus, Token of Lost Worlds",2.96,19-22
642,Chamadarsda63,23,Male,127,"Heartseeker, Reaver of Souls",3.92,19-22
643,Haestyphos66,21,Male,93,Apocalyptic Battlescythe,1.97,19-22
644,Bartassaya73,26,Male,22,Amnesia,2.18,23-26
645,Phaedasurap84,17,Male,114,Yearning Mageblade,3.82,15-18
646,Mindimnya67,23,Male,116,Renewed Skeletal Katana,4.18,19-22
647,Chadjask85,24,Male,61,Ragnarok,3.87,23-26
648,Eustyria89,39,Male,150,Deathraze,2.85,35-38
649,Iskim66,15,Male,67,"Celeste, Incarnation of the Corrupted",3.46,10-14
650,Smaistysu35,30,Male,161,Devine,1.76,27-30
651,Lirtilsa72,24,Male,132,Persuasion,3.33,23-26
652,Pheosrinudeu70,20,Male,75,Brutality Ivory Warmace,2.42,19-22
653,Chamast86,32,Female,53,Vengeance Cleaver,2.05,31-34
654,Tyialisudeu65,24,Male,19,"Pursuit, Cudgel of Necromancy",1.02,23-26
655,Lirtassan78,15,Male,20,Netherbane,3.27,10-14
656,Ethrasyon38,26,Male,115,Spectral Diamond Doomblade,2.04,23-26
657,Silaera56,21,Male,19,"Pursuit, Cudgel of Necromancy",1.02,19-22
658,Quilassa66,7,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,Under 10
659,Lisassasda39,36,Male,140,Striker,2.94,35-38
660,Isri34,38,Male,103,Singed Scalpel,4.35,35-38
661,Strithenu87,20,Male,60,Wolf,3.54,19-22
662,Mindilsa60,21,Male,0,Splinter,1.28,19-22
663,Lalossa38,25,Male,72,Winter's Bite,3.77,23-26
664,Chamistast30,31,Male,47,"Alpha, Reach of Ending Hope",3.58,27-30
665,Hariphos58,17,Male,73,Ritual Mace,2.05,15-18
666,Assilsan72,20,Female,82,Nirvana,4.9,19-22
667,Inasuir29,40,Female,66,Victor Iron Spikes,4.4,39 and Up
668,Chanilsasda38,15,Male,40,Second Chance,2.52,10-14
669,Mindesi74,22,Male,45,Glinting Glass Edge,3.85,19-22
670,Aiduecal76,20,Male,120,Agatha,3.08,19-22
671,Caesrinusuir82,30,Male,152,Darkheart,1.74,27-30
672,Ililsan66,9,Male,122,Unending Tyranny,2.85,Under 10
673,Idacal95,30,Male,130,Alpha,2.07,27-30
674,Aeral68,43,Male,77,"Piety, Guardian of Riddles",4.0,39 and Up
675,Lirtastsda29,16,Male,144,Blood Infused Guardian,1.94,15-18
676,Idastidru52,24,Male,111,Misery's End,4.89,23-26
677,Tyarithn67,27,Male,32,Orenmir,1.14,23-26
678,Rarallo90,33,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,31-34
679,Iarilis73,10,Male,153,Mercenary Sabre,3.74,Under 10
680,Asty82,25,Male,96,Blood-Forged Skeletal Spine,3.09,23-26
681,Yalaeria91,33,Male,28,"Flux, Destroyer of Due Diligence",1.06,31-34
682,Lirtossa60,24,Male,135,Warped Diamond Crusader,1.4,23-26
683,Ialallo29,15,Female,145,Fiery Glass Crusader,4.58,10-14
684,Phaestycal84,23,Male,169,"Interrogator, Blood Blade of the Queen",2.18,19-22
685,Halaecal66,22,Male,34,Retribution Axe,2.22,19-22
686,Chadjask77,8,Male,147,"Hellreaver, Heirloom of Inception",4.93,Under 10
687,Ealiril69,35,Male,78,"Glimmer, Ender of the Moon",4.4,31-34
688,Saistyphos30,35,Male,29,"Chaos, Ender of the End",1.98,31-34
689,Undjaskla97,33,Male,76,Haunted Bronzed Bludgeon,3.15,31-34
690,Idaidil28,15,Male,68,"Storm-Weaver, Slayer of Inception",4.32,10-14
691,Lirtistanya48,24,Male,112,Worldbreaker,2.6,23-26
692,Quaecjask96,9,Male,78,"Glimmer, Ender of the Moon",4.4,Under 10
693,Firatan58,23,Male,88,"Emberling, Defender of Delusions",3.75,19-22
694,Mindesi74,22,Male,164,Exiled Doomblade,1.63,19-22
695,Lamil79,38,Male,111,Misery's End,4.89,35-38
696,Yarolwen77,30,Male,87,"Deluge, Edge of the West",4.43,27-30
697,Tyaelistidru84,19,Female,1,Crucifer,3.26,15-18
698,Yarithrin84,30,Female,58,"Freak's Bite, Favor of Holy Might",4.14,27-30
699,Tyaelly53,17,Female,130,Alpha,2.07,15-18
700,Chanosia60,31,Male,90,Betrayer,2.94,27-30
701,Phiristi62,25,Male,10,Sleepwalker,1.79,23-26
702,Ililsasya43,19,Male,12,Dawne,1.02,15-18
703,Aithelis62,21,Male,160,Azurewrath,4.4,19-22
704,Undotesta33,18,Male,95,Singed Onyx Warscythe,4.74,15-18
705,Aelidru27,22,Male,183,Dragon's Greatsword,1.09,19-22
706,Chanossanya44,20,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,19-22
707,Maradarnya40,20,Male,38,"The Void, Vengeance of Dark Magic",2.37,19-22
708,Lirtastsya71,21,Male,67,"Celeste, Incarnation of the Corrupted",3.46,19-22
709,Lisast87,19,Male,75,Brutality Ivory Warmace,2.42,15-18
710,Lisossa25,22,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,19-22
711,Chadolyla44,20,Male,94,Mourning Blade,3.49,19-22
712,Lisilsa62,25,Male,92,Final Critic,4.88,23-26
713,Iasur80,22,Male,46,Hopeless Ebon Dualblade,1.33,19-22
714,Tyidaim51,16,Female,103,Singed Scalpel,4.35,15-18
715,Eusurdeu49,23,Male,8,"Purgatory, Gem of Regret",3.93,19-22
716,Saena89,23,Male,106,Crying Steel Sickle,3.41,19-22
717,Chanilsast61,30,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,27-30
718,Ilirrasda54,37,Male,20,Netherbane,3.27,35-38
719,Sundassa93,16,Male,158,"Darkheart, Butcher of the Champion",2.45,15-18
720,Aidai73,19,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-18
721,Indirrian56,20,Male,156,Soul-Forged Steel Shortsword,1.77,19-22
722,Ilarin91,22,Male,92,Final Critic,4.88,19-22
723,Lisista54,21,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,19-22
724,Lisassasta50,25,Male,144,Blood Infused Guardian,1.94,23-26
725,Malunil62,18,Male,72,Winter's Bite,3.77,15-18
726,Iduelis31,23,Male,21,Souleater,1.1,19-22
727,Yathecal82,20,Female,104,Gladiator's Glaive,1.93,19-22
728,Chanosiaya39,44,Male,93,Apocalyptic Battlescythe,1.97,39 and Up
729,Assylla81,20,Male,74,Yearning Crusher,4.18,19-22
730,Aidaira26,30,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,27-30
731,Eudanu84,22,Female,12,Dawne,1.02,19-22
732,Eurithphos97,9,Male,97,"Swan Song, Gouger Of Terror",2.5,Under 10
733,Chamiman85,20,Male,66,Victor Iron Spikes,4.4,19-22
734,Arin32,25,Male,165,Bone Crushing Silver Skewer,4.86,23-26
735,Leetirraya83,24,Male,54,Eternal Cleaver,2.5,23-26
736,Tyialisti80,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,19-22
737,Marundi65,22,Male,149,"Tranquility, Razor of Black Magic",1.75,19-22
738,Eusur90,36,Male,121,Massacre,1.6,35-38
739,Mindirranya33,35,Male,61,Ragnarok,3.87,31-34
740,Reunasu60,22,Female,127,"Heartseeker, Reaver of Souls",3.92,19-22
741,Phiallylis33,19,Male,145,Fiery Glass Crusader,4.58,15-18
742,Isty55,20,Male,5,Putrid Fan,4.08,19-22
743,Frichilsa31,15,Male,110,Suspension,1.44,10-14
744,Chanastst38,22,Male,94,Mourning Blade,3.49,19-22
745,Chanista95,39,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,35-38
746,Aellyria80,23,Male,159,"Oathbreaker, Spellblade of Trials",3.08,19-22
747,Siarithria38,38,Other / Non-Disclosed,146,Warped Iron Scimitar,3.1,35-38
748,Rastynusuir31,20,Male,55,Vindictive Glass Edge,2.27,19-22
749,Chanossanya44,20,Male,53,Vengeance Cleaver,2.05,19-22
750,Iljask75,22,Male,167,"Malice, Legacy of the Queen",3.61,19-22
751,Lisjaskan36,11,Male,30,Stormcaller,3.36,10-14
752,Mindjasksya61,17,Male,112,Worldbreaker,2.6,15-18
753,Frichirranya75,36,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,35-38
754,Pheosurllorin41,23,Female,79,"Alpha, Oath of Zeal",4.05,19-22
755,Raesty92,12,Male,76,Haunted Bronzed Bludgeon,3.15,10-14
756,Ilast79,20,Male,73,Ritual Mace,2.05,19-22
757,Eratiel90,18,Male,57,"Despair, Favor of Due Diligence",4.6,15-18
758,Iral74,21,Male,182,Toothpick,4.03,19-22
759,Tyaelorap29,25,Male,72,Winter's Bite,3.77,23-26
760,Aithelis62,21,Male,44,Bonecarvin Battle Axe,2.38,19-22
761,Assim27,45,Male,17,"Lazarus, Terror of the Earth",1.7,39 and Up
762,Asur53,26,Male,110,Suspension,1.44,23-26
763,Lassilsala30,21,Male,85,Malificent Bag,1.75,19-22
764,Saedaiphos46,18,Male,113,Solitude's Reaver,4.07,15-18
765,Irith83,18,Male,130,Alpha,2.07,15-18
766,Aelastirin39,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,19-22
767,Ilmol66,8,Female,92,Final Critic,4.88,Under 10
768,Assassasta79,38,Male,92,Final Critic,4.88,35-38
769,Ilosian36,15,Male,145,Fiery Glass Crusader,4.58,10-14
770,Lirtosia63,34,Male,12,Dawne,1.02,31-34
771,Iskossasda43,16,Male,25,Hero Cane,4.35,15-18
772,Asur53,26,Male,136,Ghastly Adamantite Protector,3.58,23-26
773,Hala31,21,Male,19,"Pursuit, Cudgel of Necromancy",1.02,19-22
774,Jiskjask80,11,Male,92,Final Critic,4.19,10-14
775,Aethedru70,21,Female,60,Wolf,3.54,19-22
776,Iral74,21,Male,164,Exiled Doomblade,1.63,19-22
777,Yathecal72,20,Male,67,"Celeste, Incarnation of the Corrupted",3.46,19-22
778,Sisur91,7,Male,92,Final Critic,4.19,Under 10
779,Ennrian78,24,Male,50,Dawn,4.6,23-26
